company_name,hq_location,description,founded_date,founders,num_employees,funding_status,last_funding_date,last_funding_type,estimated_revenue,website,description_full,last_funding_amount,top_5_investors,total_funding_amount,acquired_by,acquired_date,acquired_price,ipo_status,ipo_date,stock_symbol
Flexport,"San Francisco,California,United States",Flexport is a full-service global freight forwarder and logistics platform using modern software to fix the user experience in global trade.,2013,"David Petersen,Ryan Petersen",1001-5000,—,"Jan 19, 2024",Convertible Note,$1B to $10B,www.flexport.com,"Flexport is a full-service global freight forwarder and logistics platform using modern software to fix the user experience in global trade.The platform arranges goods to be transported and tracks the inventory in real-time in orders carried by ocean, air, and road freight, enabling logistics companies to optimize transportation routes and inventory management. It is a licensed customs brokerage and freight forwarder built around a modern web application. Its freight service includes an online dashboard for businesses to easily understand, purchase, manage, and track the services required for global trade. Its team of logistics experts lets focus on core business by ensuring goods arrive at fulfillment/distribution centers on time and at the lowest cost. Flexport's mission is to fix the user experience in global trade and bring the world free trade through technology.The company was founded in 2013 by Ryan Petersen and is based in San Francisco, California.","$260,000,000","OpenGov,Wells Fargo,Andreessen Horowitz,Y Combinator,Google Ventures","$2,699,000,000",—,—,—,Private,—,—
FIS,"Jacksonville,Florida,United States","FIS focuses on retail and institutional banking, payments, asset and wealth management, risk and compliance, and outsourcing solutions.",1968,—,10001+,IPO,"Jul 6, 2022",Post-IPO Debt,$1B to $10B,www.fisglobal.com,"FIS focuses on retail and institutional banking, payments, asset and wealth management, risk and compliance, and outsourcing solutions. FIS serves more than 20,000 clients in over 130 countries. Headquartered in Jacksonville, Florida, FIS employs more than 53,000 people worldwide. FIS is a Fortune 500 company and is a member of the Standard & Poor’s 500® Index.","$2,500,000,000","Alumni Ventures,Off the Grid Ventures,Battle Born Venture,OceanIQ Capital","$2,500,000,000",—,—,—,Public,"Jun 29, 2001",FIS
Carta,"San Francisco,California,United States","Carta is a global ownership management platform that helps companies, investors, and employees manage equity and ownership.",2012,"Henry Ward,Manu Kumar",1001-5000,Late Stage Venture,"Aug 13, 2021",Series G,$100M to $500M,carta.com,"Carta is a transfer agent for private companies that enables seed-stage to pre-IPO companies to manage equity electronically with the participation of their shareholders, employees, auditors, and legal counsel. It digitizes paper stock certificates along with stock options, warrants, and derivatives to create a real-time image of who owns what at a startup.Carta receives funding from a group of investors, including Draper VC, Expansion VC, k9 Ventures, Elefund, Subtraction Capital, Scott Banister, XG Ventures, Kima Ventures, Andy Palmer, and Structure Capital.It was founded by Manu Kumar and Henry Ward in 2012 as eShares, Carta is based in Mountain View, California.","$500,000,000","Silver Lake,Alumni Ventures,Andreessen Horowitz,Y Combinator,Arjun Sethi","$1,157,600,000",—,—,—,Private,—,—
SoFi,"San Francisco,California,United States",SoFi is a finance company that offers a range of lending and wealth management services.,"Aug 1, 2011","Andrew Carra,Daniel Macklin,Ian Brady,James Finnigan,Michael Cagney",1001-5000,IPO,"Mar 5, 2024",Post-IPO Debt,$100M to $500M,www.sofi.com,"SoFi is a finance company that offers a range of lending and wealth management services. The company primarily caters to early-stage professionals and offers variable and fixed rate parent, personal, and MBA loans, mortgage refinancing, and more. They create modern financial products and services that help people borrow, save, spend, invest, and protect their money better so that they can achieve financial independence and realize their ambitions from owning a home to saving for retirement, paying off their student loans, and more.It was founded in 2011 and is headquartered in San Francisco, California.","$750,000,000","SoftBank,Silver Lake,Morgan Stanley,BlackRock,T. Rowe Price","$4,845,067,367",—,—,—,Public,"Jun 1, 2021",SOFI
Hugging Face,"Brooklyn,New York,United States","Hugging Face allows users to build, train, and deploy art models using the reference open source in machine learning.",2016,"Clément Delangue,Julien Chaumond,Thomas Wolf",101-250,Late Stage Venture,"Aug 23, 2023",Series D,$10M to $50M,huggingface.co,"Hugging Face is an open-source and platform provider of machine learning technologies. Their aim is to democratize good machine learning, one commit at a time. Hugging Face was launched in 2016 and is headquartered in New York City.","$235,000,000","NVIDIA,Amazon,Google,IBM,Intel","$395,200,000",—,—,—,Private,—,—
Affirm,"San Francisco,California,United States",Affirm is a financial technology services company that offers installment loans to consumers at the point of sale.,2012,"Alex Rampell,Jeffrey Kaditz,Max Levchin,Nathan Gettings",1001-5000,IPO,"Jan 13, 2021",Post-IPO Equity,$500M to $1B,www.affirm.com,"Affirm is a financial technology services company providing installment loans to consumers at the point of sale.The company was founded with the goal to create honest financial products and services that empower consumers and improve lives. It aims to revolutionize the banking industry to be more accountable and accessible to consumers. Today, Affirm provides shoppers with an alternative to traditional credit cards at the point of sale, giving them the flexibility to buy now and make simple monthly payments for their purchases. Unlike payment options that have compounding interest and unexpected costs, Affirm shows customers upfront exactly what they’ll pay each month — with no hidden fees and no surprises. Affirm partners with over 2,000 merchants to give shoppers the option to pay with Affirm at checkout including well-known brands across retail including home furnishings, travel, personal fitness, electronics, apparel and beauty, and more. Loans are made in partnership with Afirm’s originating bank partner Cross River Bank, a New Jersey State Chartered Commercial Bank, Member FDIC.Jeffrey Kaditz, Max Levchin, and Nathan Gettings established the San Francisco, California-based company in 2012.",—,"Fidelity,Andreessen Horowitz,Morgan Stanley,Thrive Capital,Lightspeed Venture Partners","$1,520,000,000",—,—,—,Public,"Apr 30, 2021",AFRM
Topgolf Entertainment Group,"Dallas,Texas,United States",Topgolf Entertainment Group operates as a technology-enabled global sports and entertainment community.,2000,"Dave Jolliffe,Steve Jolliffe",10001+,M&A,"Jan 1, 2020",Series C,$100M to $500M,topgolf.com/us/,"Topgolf Entertainment Group operates as a technology-enabled global sports and entertainment community. Its focus lies in blending technology and entertainment, golfers and non-golfers, children, and adults in order to create an experience that makes socializing a sport for everyone, which is fueled by food and beverages, and moved by music.The company was founded in 2000 and is headquartered in Dallas, Texas.",—,Providence Equity Partners,"$301,360,257",Topgolf Callaway Brands Corp,"Oct 27, 2020","$2,000,000,000",Private,—,—
HiBob,"Tel Aviv,Tel Aviv,Israel","HiBob is a platform that offers HR and benefits solutions including benefits administration, payroll, and employee engagement.",2015,"Amit Knaani,Andy Bellass,Israel David,Ronni Zehavi",501-1000,Late Stage Venture,"Sep 19, 2023",Series D,$10M to $50M,www.hibob.com,"Hibob was founded to modernize HR tech. Hibob's intuitive and data-driven platform, bob, was built for the way people work today: globally, remotely, and collaboratively. Since its launch in late 2015, bob has achieved consecutive triple-digit year-over-year growth, and become the HRIS of choice for more than 1,000 modern, midsize and multinational companies who understand that a powerful, agile HR tech suite is mission critical and a key driver of organizational success. Fast-growing companies across the globe such as Monzo, Happy Socks, Gong, Fiverr, and VaynerMedia rely upon bob to help HR and managers connect, engage, develop and retain top talent. Learn more at www.hibob.com","$150,000,000","General Atlantic,Entrée Capital,Eight Roads Ventures,Alpha Wave Global,Bessemer Venture Partners","$574,000,000",—,—,—,Private,—,—
Datadog,"New York,New York,United States",Datadog offers monitoring and analytics for cloud-based workflows.,2010,"Alexis Le-Quoc,Olivier Pomel",1001-5000,IPO,"May 28, 2020",Post-IPO Debt,$500M to $1B,www.datadoghq.com,"Datadog is an essential monitoring platform for cloud applications. It brings together data from servers, containers, databases, and third-party services to make your stack entirely observable. These capabilities help DevOps teams avoid downtime, resolve performance issues, and ensure customers are getting the best user experience.",—,"ICONIQ Growth,Index Ventures,Meritech Capital Partners,IVP,Accomplice","$147,900,000",—,—,—,Public,"Sep 19, 2019",DDOG
Ramp,"New York,New York,United States",Ramp is a finance automation platform that helps businesses spend less time and money.,Mar 2019,"Eric Glyman,Gene Lee,Karim Atiyeh",501-1000,Late Stage Venture,"Aug 23, 2023",Series D,$100M to $500M,ramp.com,"Ramp provides solutions for organizations of all sizes and stages to modernize financial operations and help their company succeed. Ramp builds finance tools from corporate cards and expense management, to bill payments and accounting integrations designed to save businesses time and money with every click.","$300,000,000","Citi,Stripe,General Catalyst,ICONIQ Capital,Goldman Sachs","$1,667,000,000",—,—,—,Private,—,—
Grammarly,"San Francisco,California,United States",Grammarly is an AI writing assistance company that delivers real-time writing feedback.,"Apr 1, 2009","Alex Shevchenko,Dmytro Lider,Max Lytvyn",1001-5000,Private Equity,"Nov 17, 2021",Private Equity,$10M to $50M,www.grammarly.com,"Grammarly is an AI writing assistance company that delivers real-time writing feedback. Grammarly is on a mission to improve lives by improving communication. From instantly creating a first draft to perfecting every message, Grammarly helps people at 96% of the Fortune 500 get their point across—and get results—without compromising security or privacy. Grammarly’s product offerings—Grammarly Free, Grammarly Premium, Grammarly Business, and Grammarly for Education—work where you do, delivering contextually relevant writing support across over 500,000 apps and websites.Their customer-first security and privacy principles drive everything they do, and they provide transparency on how they work to earn and build trust with their customers. Their company makes money by selling subscriptions, not by selling customer data.They’re growing their values-driven team to support their expanding user base! Grammarly is on the Forbes Cloud 100, one of TIME’s 100 Influential Companies, one of Fast Company’s Innovative Companies in AI, and one of Inc.’s Workplaces. They operate with a remote-first hybrid work model, meaning they primarily work from home and meet for in-person collaboration at their hubs in San Francisco, Kyiv, New York, Vancouver, and Berlin, or in a workspace in Kraków, as conditions allow. Team members can work in the United States, Canada, Ukraine, Germany, and Poland.","$200,000,000","General Catalyst,BlackRock,SignalFire,Baillie Gifford,Spark Capital","$400,000,000",—,—,—,Private,—,—
Confluent,"Mountain View,California,United States",Confluent offers a streaming platform based on Apache Kafka that enables companies to easily access data as real-time streams.,"Sep 23, 2014","Jay Kreps,Neha Narkhede",1001-5000,IPO,"Jun 10, 2021",Secondary Market,$100M to $500M,confluent.io/,"Confluent offers a streaming platform based on Apache Kafka that enables companies to easily access data as real-time streams. The company's platform offers an open-source technology that acts as a real-time, fault-tolerant and highly scalable messaging system, enabling companies to move data from isolated systems into a real-time data pipeline where they can act on it immediately.",—,"Sequoia Capital,Franklin Templeton,Employee Stock Option Fund,DCVC,Benchmark","$455,900,000",—,—,—,Public,"Oct 6, 2021",CFLT
Outreach,"Seattle,Washington,United States",Outreach is a sales engagement platform that uses AI for predictive analytics as it relates to sales.,2014,"Andrew Kinzer,Gordon Hempton,Manny Medina,Wes Hather",1001-5000,Late Stage Venture,"Jun 1, 2022",Secondary Market,$100M to $500M,www.outreach.io,"Outreach is a sales engagement platform that accelerates revenue growth by optimizing every interaction throughout the customer lifecycle. The platform manages all customer interactions across email, voice and social, and leverages machine learning to guide reps to take the right actions. Thousands of customers, including Cloudera, Glassdoor, Pandora, and Zillow, rely on Outreach to drive predictable and measurable growth, increase efficiency and effectiveness of customer-facing teams, and improve visibility into sales activity and performance.",—,"Techstars,Sands Capital Ventures,Floodgate,Tiger Global Management,Spark Capital","$489,018,000",—,—,—,Private,—,—
Figma,"San Francisco,California,United States",Figma is a design platform that develops web applications for interface design with offline features.,"Oct 1, 2012","Dylan Field,Evan Wallace",1001-5000,—,"Jan 3, 2022",Venture - Series Unknown,$10M to $50M,figma.com,"Figma is a design platform for teams who build products together. Born in the browser, Figma helps the entire product team create, test, and ship better designs, faster. Whether you’re trying to consolidate tools, get more eyes on your work, or collaborate across time zones, Figma boosts creative productivity while keeping everyone on the same page. On a mission to make design accessible to all, Figma is helping companies like Airbnb, Slack, and Microsoft redesign how they design. The company was founded in 2012 and is based in San Francisco, California.","SEK4,571,221","Andreessen Horowitz,Sequoia Capital,ICONIQ Capital,Founders Fund,Kleiner Perkins","$333,376,856",—,—,—,Private,—,—
Comcast,"Philadelphia,Pennsylvania,United States",Comcast is a media and technology company that connects millions of people to the moments and experiences that matter most.,"Jun 28, 1963","Daniel Aaron,Diane Yu,Jan Renner,Julian Brodsky,Ralph J. Roberts",10001+,IPO,"Apr 24, 2023",Grant,$10B+,corporate.comcast.com,"Comcast Corporation is a global media and technology company with two primary businesses, Comcast Cable and NBCUniversal. Comcast Cable is one of the nation’s largest video, high-speed internet, and phone providers to residential customers under the XFINITY brand, and also provides these services to businesses. It also provides wireless and security and automation services to residential customers under the XFINITY brand.NBCUniversal operates news, entertainment, and sports cable networks, the NBC and Telemundo broadcast networks, television production operations, television station groups, Universal Pictures, and Universal Parks and Resorts.","$276,006","Trian Fund Management,Connect Maryland,Maine Connectivity Authority","$4,911,117,407",—,—,—,Public,"Jan 13, 1978",CMCSA
Notion,"San Francisco,California,United States","Notion is a note-taking and collaboration application for tasks, wikis, and databases.",2016,"Chris Prucha,Ivan Zhao,Simon Last",501-1000,Late Stage Venture,"Oct 8, 2021",Series C,$50M to $100M,www.notion.so,"Notion is for notes, tasks, wikis, and databases. The app blends everyday work apps into one. It serves as an all-in-one workspace for note-taking, task management, and project management. The app can be accessed via most web browsers.The company was founded in 2016 and is headquartered in San Francisco, California. Additional offices are located in New York City, Tokyo, Seoul, Dublin, and Hyderabad.","$275,000,000","Sequoia Capital,ICONIQ Growth,Coatue,Verdure Capital Management,Daniel Gross","$343,199,697",—,—,—,Private,—,—
Razorpay,"Bangalore,Karnataka,India","Razorpay is a platform that enables businesses to accept, process, and disburse payments.",Dec 2014,"Harshil Mathur,Shashank Kumar",1001-5000,Late Stage Venture,"May 9, 2022",Secondary Market,$10M to $50M,razorpay.com/,"Razorpay is a platform that enables businesses to accept, process, and disburse payments with its product suite. It gives access to all payment modes including credit card, debit card, net banking, UPI and popular wallets including JioMoney, Mobikwik, Airtel Money, FreeCharge, Ola Money, and PayZapp.The company was founded in 2014 and is headquartered in Bangalore, Karnataka.","₹5,780,000,000","TCV,Mastercard,Y Combinator,Soma Capital,Lightspeed Venture Partners","$816,309,769",—,—,—,Private,—,—
UiPath,"New York,New York,United States",UiPath is a software company that develops robotic process automation and artificial intelligence software.,2005,"Daniel Dines,Marius Tirca",1001-5000,IPO,"Mar 4, 2023",Post-IPO Equity,$500M to $1B,www.uipath.com,"UiPath designs and develops robotic process automation software. The platform offers foolproof development tools, automation of intricate processes, enhanced control, cloud and on-premise deployment, robust governance, and multiple robots on a single virtual machine. UiPath was founded in 2005 and headquartered in New York, United States.",—,"Tencent,Sequoia Capital,Earlybird Venture Capital,T. Rowe Price,Employee Stock Option Fund","$1,993,025,000",—,—,—,Public,"Nov 12, 2021",PATH
Cohesity,"San Jose,California,United States","Cohesity offers hyperconverged secondary storage for backups, test/dev, file services, and analytics use cases.",Jun 2013,Mohit Aron,1001-5000,—,"Mar 18, 2024",Corporate Round,$100M to $500M,www.cohesity.com,"Cohesity makes data work by consolidating secondary storage silos onto a hyperconverged, web-scale data platform that spans both private and public clouds. Enterprise customers begin by radically streamlining their backup and data protection, then converge file and object services, test/dev instances, and analytic functions to provide a global data store. Cohesity counts many Global 1000 companies among its rapidly growing customer base. CRN named Cohesity a Top 25 Disrupter and one of the 10 Coolest Hyperconverged Products of 2016. Cohesity is a group of passionate individuals working together to bring innovation to the storage landscape. Their group has employees from renowned companies such as Google, Nutanix, Riverbed, VMware, Netflix, Aster Data, and others in the heart of Silicon Valley.",—,"NVIDIA,Sequoia Capital,Foundation Capital,Google Ventures,Qualcomm Ventures","$805,000,000",—,—,—,Private,—,—
Wiz,"New York,New York,United States",Wiz is a cybersecurity company that allows companies to find security issues in public cloud infrastructure.,Jan 2020,"Ami Luttwak,Assaf Rappaport,Roy Reznik,Yinon Costica",501-1000,Late Stage Venture,"Feb 27, 2023",Series D,$1M to $10M,wiz.io,"Wiz is a cybersecurity company that allows companies to find security issues in public cloud infrastructure. It has designed the first cloud-native visibility solution for enterprise security teams that analyzes the entire cloud environment to deliver a 360° view of security risks across clouds, containers, and workloads. The solution dives deep into risks with actionable, graph-based analysis, and all completely agentless.","$300,000,000","Sequoia Capital,Lightspeed Venture Partners,Insight Partners,Aglaé Ventures,Salesforce","$900,000,000",—,—,—,Private,—,—
Klaviyo,"Boston,Massachusetts,United States",Klaviyo is an automation and email platform designed to help grow businesses.,2012,"Andrew Bialecki,Ed Hallen",1001-5000,IPO,"Sep 13, 2022",Secondary Market,$100M to $500M,www.klaviyo.com,"Klaviyo is a marketing automation and email platform designed to help grow businesses.From personalized newsletters to automated emails like abandoned carts, order follow-ups, and personalized thank you's, Klaviyo makes it easy for stores to set up email marketing without the need for expensive systems and lots of people. It integrates natively with customer data sources and builds the technology to house data at scale, creates experiences across channels, and measures the results.",—,"Employee Stock Option Fund,Sands Capital Ventures,Summit Partners,Accel,Shopify","$778,500,000",—,—,—,Public,"Sep 20, 2023",KVYO
Plaid,"San Francisco,California,United States",Plaid provides companies with the tools and access needed for the development of a digitally-enabled financial system.,2013,"William Hockey,Zachary Perret",501-1000,Late Stage Venture,"Aug 17, 2021",Series D,$100M to $500M,plaid.com,"Plaid is the technology platform providing the tools and access needed for the development of a fully modern, and digitally-enabled financial system.  Plaid makes it easier and safer for developers — from the smallest startups to the largest financial institutions — to build innovative financial services and applications.  Plaid offers beautiful consumer experiences, developer-friendly infrastructure, and intelligence tools that give everyone the ability to build the future of financial services.Plaid was launched by William Hockey and Zach Perret in 2012 and is headquartered in San Francisco, California.",—,"Hercules Capital,Silver Lake,Andreessen Horowitz,Goldman Sachs,Thrive Capital","$734,300,000",—,—,—,Private,—,—
ServiceTitan,"Glendale,California,United States",ServiceTitan is a service management software that helps home services businesses generate more leads and close more sales.,Jun 2012,"Ara Mahdessian,Vahe Kuzoyan",1001-5000,Late Stage Venture,"Jun 30, 2021",Series G,$500M to $1B,www.servicetitan.com/,"ServiceTitan is a cloud-based software platform built to power trades businesses. The company’s end-to-end solution gives contractors the tools they need to run and grow their business, manage their back office, and provide a stellar customer experience. By bringing an integrated SaaS platform to an industry historically underserved by technology, ServiceTitan is equipping tradespeople with the technology they need to keep the world running. ServiceTitan is backed by world-class investors including Bessemer Venture Partners, ICONIQ Growth, Index Ventures, Tiger Global Management, and T. Rowe Price.","$200,000,000","T. Rowe Price,ICONIQ Growth,Mucker Capital,Bessemer Venture Partners,Tiger Global Management","$1,099,777,129",—,—,—,Private,—,—
dbt Labs,"Philadelphia,Pennsylvania,United States",Dbt Labs develops an analytics engineering tool that prepares raw data in the warehouse for analysis.,May 2016,"Connor McArthur,Drew Banin,Tristan Handy",101-250,Late Stage Venture,"Feb 24, 2022",Series D,—,www.getdbt.com,"Dbt Labs is a developer of an open-source analytics engineering tool driven by a mission to help analysts create and disseminate organizational knowledge. Its platform enables data analysts to easily create and disseminate organizational knowledge through data modeling, thereby allowing clients with SQL knowledge to build data transformation workflows.The company was founded in 2016 and is headquartered in Philadelphia, Pennsylvania.","$222,000,000","Andreessen Horowitz,Sequoia Capital,Snowflake,Google Ventures,ICONIQ Growth","$414,400,000",—,—,—,Private,—,—
ClickUp,"San Diego,California,United States","Save time with the all-in-one productivity platform that brings teams, tasks, and tools together in one place.",2017,"Alex Yurkowski,Zeb Evans",501-1000,Late Stage Venture,"Oct 27, 2021",Series C,$50M to $100M,www.clickup.com,"ClickUp offers a customizable workplace productivity platform that serves all departments across an organization. ClickUp belongs to the latter camp, selling a $5 per month per user plan (billed annually), that people access to task management software, docs and wikis, chat, and integrations with a host of other popular tools. It’s a robust set of tools that is malleable depending on the task at hand.The company was founded in 2017 by Zeb Evans and Alex Yurkowski. It is headquartered in San Diego, California.","$400,000,000","Andreessen Horowitz,Lightspeed Venture Partners,Tiger Global Management,Meritech Capital Partners,Georgian","$537,500,000",—,—,—,Private,—,—
Disney,"Burbank,California,United States","Disney is a multinational mass media and entertainment conglomerate that offers movies, shows, e-commerce, and parks to global audience.",1923,—,—,—,—,—,$10B+,www.disney.co.uk,"Disney is a multinational mass media and entertainment conglomerate that offers movies, shows, e-commerce, and parks to global audience.",—,—,—,—,—,—,Private,—,—
Netskope,"Santa Clara,California,United States","Netskope is a security platform to protect data, stop threats, or any application.","Oct 8, 2012","Krishna Narayanaswamy,Lebin Cheng,Ravi Ithal,Sanjay Beri",1001-5000,—,"Jan 5, 2023",Convertible Note,$100M to $500M,www.netskope.com,"Netskope links users to the internet, any application, and their infrastructure from any device, on or off the network, in a secure and fast manner. Unlike competitors who force security and networking choices, their global security private cloud offers complete computation capabilities at the edge. It's fast everywhere, data-driven, and cloud-savvy, all while promoting good digital citizenship and lowering the total cost of ownership.","$401,000,000","Morgan Stanley,Lightspeed Venture Partners,ICONIQ Growth,Goldman Sachs Asset Management,Accel","$1,441,100,000",—,—,—,Private,—,—
Wise,"London,England,United Kingdom",Wise is an software devoloping company that provides money transfer services.,2011,"Kristo Kaarmann,Taavet Hinrikus",1001-5000,IPO,"Oct 27, 2022",Post-IPO Debt,$100M to $500M,wise.com,"Wise provides a core money transfer product, along with a borderless account for its audience of ex-pats, freelancers, and travelers, which holds over £2 billion in current deposits. The company features like automated identification verification, online and in-app technical assistance, and estimations of when money transfers will arrive, products and services that meet the needs of clients.Wise was established in 2011 by Kristo Kaarmann and Taavet Hinrikus in London, England.","£300,000,000","Fidelity,Andreessen Horowitz,BlackRock,Seedcamp,Kima Ventures","$1,665,546,580",—,—,—,Public,"Jul 7, 2021",WISE
Intercom,"San Francisco,California,United States",Intercom creates modern customer service software that redefines how businesses support their customers.,Aug 2011,"Ciaran Lee,David Barrett,Des Traynor,Eoghan McCabe",501-1000,—,"Dec 1, 2020",Venture - Series Unknown,$100M to $500M,www.intercom.com,"Intercom is redefining how businesses support their customers using powerful messaging and automation. Customer service teams from more than 25,000 global organizations, including Atlassian, Amazon, and Lyft Business, rely on Intercom to deliver efficient and personal customer experiences at scale. Intercom is used to send over 500 million messages per month and enables interactions with over 600 million monthly active end users. Founded in 2011 and backed by venture capitalists, including Kleiner Perkins, Bessemer Venture Partners, and Social Capital, Intercom is on a mission to make internet business personal.",—,"500 Global,Google Ventures,ICONIQ Growth,Kleiner Perkins,Bessemer Venture Partners","$240,750,000",—,—,—,Private,—,—
Discord,"San Francisco,California,United States","Discord is an online voice, video, and text communication platform designed for creating communities.",2015,"Emilia W.,Jason Citron",1001-5000,Late Stage Venture,"Nov 22, 2022",Series I,$100M to $500M,discord.com,"Discord operates as a voice, video, and text communication service to talk and hang out with friends and communities. It was originally created for people who loved to play games, but these passionate people realized it could be enjoyed for more purposes. Discord is now used by everyone from local hiking clubs, to art communities, to study groups.",—,"Fidelity,Tencent,General Catalyst,Franklin Templeton,Stella Capital","$995,408,718",—,—,—,Private,—,—
Fivetran,"Oakland,California,United States",Fivetran is a technology company that automates replicating data into a cloud data platforms.,2012,"George Fraser,Taylor Brown",1001-5000,Late Stage Venture,"May 18, 2023",Debt Financing,$1M to $10M,fivetran.com,"Fivetran offers automated data integration and delivers ready-to-use connectors that automatically adapt as schemas and APIs change, ensuring consistent, reliable access to data. Fivetran improves the accuracy of data-driven decisions by continuously synchronizing data from source applications to any destination, allowing analysts to work with the freshest possible data. To accelerate analytics, Fivetran enables warehouse transformations and delivers source-specific analytics templates.","$125,000,000","Andreessen Horowitz,General Catalyst,Y Combinator,ICONIQ Growth,CEAS Investments","$853,108,000",—,—,—,Private,—,—
Verkada,"San Mateo,California,United States","Verkada is a cloud-based physical security platform provider helping enterprises operate safer, smarter buildings.",2016,"Benjamin Bercovitz,Filip Kaliszan,Hans Robertson,James Ren",1001-5000,Late Stage Venture,"Oct 10, 2023",Series D,$1M to $10M,www.verkada.com,"Verkada is a cloud-based B2B physical security platform company. Verkada offers six product lines — video security cameras, access control, environmental sensors, alarms, workplace software, and intercoms — integrated with a single cloud-based software platform. Designed with simplicity and scalability in mind, Verkada gives organizations real-time insight into what could impact the safety and comfort of people throughout their physical environment, while empowering them to take immediate action to minimize security risks, workplace frustrations, and costly inefficiencies. Founded in 2016 with more than $360M in funding raised to date, Verkada has expanded rapidly with 16 offices across three continents, 1,700+ full-time employees, and 19,000+ customers across 83+ countries, including 47 companies in the Fortune 500.","$100,000,000","Sequoia Capital,Lightspeed Venture Partners,Next47,Meritech Capital Partners,MSD Partners","$444,299,996",—,—,—,Private,—,—
Rubrik,"Palo Alto,California,United States",Rubrik offers live data access for recovery and application development by fusing enterprise data management with web-scale IT.,2014,"Arvind Jain,Arvind Nithrakashyap,Bipul Sinha,Soham Mazumdar",1001-5000,—,"Nov 24, 2021",Venture - Series Unknown,$100M to $500M,rubrik.com,"Rubrik offers live data access for recovery and application development by fusing enterprise data management with web-scale IT and eliminating backup software. This marks the end of a decade-long innovation drought in backup and recovery, the backbone of IT. Within minutes, businesses can manage the explosion of data across private and public clouds.","$1,300,000","Microsoft,Bain Capital Ventures,Lightspeed Venture Partners,Khosla Ventures,Raison","$554,300,000",—,—,—,Private,—,—
Applied Intuition,"Mountain View,California,United States","Applied Intuition provides software infrastructure to safely develop, test, and deploy autonomous vehicles at scale.",2017,"Peter Ludwig,Qasar Younis",501-1000,Late Stage Venture,"Mar 11, 2024",Series E,—,appliedintuition.com,"Applied Intuition provides software infrastructure to safely develop, test, and deploy autonomous vehicles at scale.Applied’s suite of products, focused on simulation and analytics, delivers sophisticated infrastructure built for scale. Industry leading companies of all sizes use Applied to comprehensively test and rapidly accelerate their autonomous vehicle development.Headquartered in Silicon Valley with offices in LA, Detroit, Munich, Stockholm, Seoul, and Tokyo, Applied is composed of software and automotive experts from the top companies in their respective fields (such as Google, Amazon, Apple, Waymo, Tesla, Delphi, GM, and Bosch).","$250,000,000","Porsche Investments Management,Andreessen Horowitz,General Catalyst,Arjun Sethi,La Famiglia","$601,500,000",—,—,—,Private,—,—
Dataiku,"Paris,Ile-de-France,France",Dataiku operates as an enterprise artificial intelligence and machine-learning platform.,2013,"Clément Stenac,Florian Douetteau,Marc Batty,Thomas Cabrol",1001-5000,Late Stage Venture,"Dec 12, 2022",Series F,$100M to $500M,www.dataiku.com,"Dataiku is a centralized data platform that moves businesses along their data journey from analytics at scale to enterprise AI. By providing a common ground for data experts and explorers, a repository of best practices, shortcuts to machine learning and AI deployment/management, and a centralized, controlled environment, Dataiku serves as a catalyst for data-powered companies.Customers like Unilever, GE, and FOX News Group use Dataiku to ensure they are moving quickly and growing exponentially along with the amount of data they’re collecting. By removing roadblocks, Dataiku ensures more opportunities for business-impacting models and creative solutions, allowing teams to work faster and smarter.","$200,000,000","Eurazeo,ICONIQ Capital,AGORANOV,ICONIQ Growth,Insight Partners","$846,835,229",—,—,—,Private,—,—
Gong,"San Francisco,California,United States",Gong unlocks reality to help people and companies reach their full potential.,2015,"Amit Bendov,Eilon Reshef",501-1000,Late Stage Venture,"Jul 1, 2022",Secondary Market,—,www.gong.io,"Gong enables revenue teams to realize their fullest potential by unveiling their customer reality.  The patented Gong Revenue Intelligence Platform™ captures and understands every customer interaction, then delivers insights at scale, empowering revenue teams to make decisions based on data instead of opinions.  Over 2,000 innovative companies like LinkedIn, MuleSoft, Paychex, PayPal, Shopify, Slack, Sprout Social, Twilio, and Zillow trust Gong to power their customer reality. With Gong, customers experience improved win rates, increased deal sizes, and accelerated employee ramp-times.  Gong is a private company headquartered in the San Francisco Bay Area.",—,"Sequoia Capital,Franklin Templeton,Thrive Capital,Coatue,Tiger Global Management","$583,000,000",—,—,—,Private,—,—
Asana,"San Francisco,California,United States",Asana is a computer software company that specializes in the fields of work management and productivity.,2008,"Dustin Moskovitz,Justin Rosenstein",1001-5000,IPO,"Aug 15, 2020",Undisclosed,$100M to $500M,asana.com,"Asana is a computer software company that specializes in the fields of work management and productivity. It helps teams orchestrate their work, from small projects to strategic initiatives.",—,"Andreessen Horowitz,Founders Fund,Silicon Valley Bank,Manhattan Venture Partners,Benchmark","$453,200,000",—,—,—,Public,"Jul 21, 2023",A6N
